 458834588320171128          1        +0000000000+0000000000+0000003813+0001389624+0000844595+0002238032+0000000000+0000000000
 458834588320171128FC-002339821711274LPF20171127+0000003813LATE PAYMENT FEE        00                     NEW SEASONS MKT SUNNYVALE        CGC MISC
 458834588320171128NB0072819121711163INV20171130+0000005200CM - PNW-Retail Pricing 002216Pricing 0   22160NEW SEASONS MKT SUNNYVALE        CGC MISC
 45883458832017112801251232  21711173INV20171130+0000005547FROZEN FOOD SERVICE     252032ICE     0   20320NEW SEASONS MKT SUNNYVALE        CGC SDPO
 45883458832017112801251233  21711173INV20171130+0000012092BILLING - SERV DELI     252032ELI     1   20321NEW SEASONS MKT SUNNYVALE        CGC SDPO
 45883458832017112801252365  21711213INV20171130+0000004069SERV-BAK FRZN FD SVC    252032 SVC    7   20327NEW SEASONS MKT SUNNYVALE        CGC SDPO
 458834588320171128NB0073178521711173INV20171130+00000060000583808 - INTERACTIVE OR002374CTIVE OR0   23740NEW SEASONS MKT SUNNYVALE        CGC SERV
 45883458832017112801224313  21711173INV20171130+0000003991BILLING - DELI M        294009        0   40090NEW SEASONS MKT SUNNYVALE        GSC DLPO
 45883458832017112801224315  21711173INV20171130+0000005900MC PORTLAND SALES DELI  294000S DELI  0   40000NEW SEASONS MKT SUNNYVALE        GSC DLPO
 45883458832017112801224316  21711173INV20171130+0000003370MC PORTLAND SALES DELI  294000S DELI  0   40000NEW SEASONS MKT SUNNYVALE        GSC DLPO
 45883458832017112801216522  21711173INV20171130+0000005767MC PORTLAND SALE FROZEN 294000 FROZEN 0   40000NEW SEASONS MKT SUNNYVALE        GSC FFPO
 45883458832017112802030381  21711203INV20171130+0000019649BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SUNNYVALE        GSC GRNO
 45883458832017112801291253  21711173INV20171130+0000005782BILLING - MC CANDY      294001DY      0   40010NEW SEASONS MKT SUNNYVALE        GSC GRPO
 45883458832017112801291254  21711173INV20171130+0000085226BILLING - MC SPECIALTY  294006CIALTY  0   40060NEW SEASONS MKT SUNNYVALE        GSC GRPO
 45883458832017112802292036  21711163INV20171130+0000003152BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SUNNYVALE        GSC GRWA
 45883458832017112802293620  21711203INV20171130+0000010867BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SUNNYVALE        GSC GRWA
 45883458832017112802293621  21711203INV20171130+0000019312BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SUNNYVALE        GSC GRWA
 45883458832017112801270952  21711232INV20171207+0000005152BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801270953  21711232INV20171207+0000001977BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801271462  21711282INV20171207+0000006000BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801271463  21711282INV20171207+0000001977BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801271464  21711282INV20171207+0000001476BILLING - DARY          272000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DAPO
 45883458832017112801225966  21711232INV20171207+0000014850BILLING - DELI C        222000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801225967  21711232INV20171207+0000011684BILLING - DELI G        222008        0   20080NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801226943  21711282INV20171207+0000021438BILLING - DELI C        222000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801226944  21711282INV20171207+0000016800BILLING - DELI G        222008        0   20080NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801226945  21711282INV20171207+0000019568BILLING - DELI M        222009        0   20090NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112801226946  21711282INV20171207+0000002136BILLING - DELI C        222000        0   20000NEW SEASONS MKT SUNNYVALE        CGC DLPO
 45883458832017112802227756  21711282INV20171207+0000063229MC SALES SEATTLE DELI   224000 DELI   0   40000NEW SEASONS MKT SUNNYVALE        CGC DLWA
 45883458832017112801217715  21711282INV20171207+0000046484BILLING - FROZ FOOD     212000OOD     0   20000NEW SEASONS MKT SUNNYVALE        CGC FFPO
 45883458832017112802218834  21711282INV20171207+0000006909MC SALES SEATTLE FROZEN 214000 FROZEN 0   40000NEW SEASONS MKT SUNNYVALE        CGC FFWA
 45883458832017112801203734  21711232INV20171207+0000121966BILLING - GROC          202000        0   20000NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801203735  21711232INV20171207+0000006330BILLING - REPACK        202005        0   20050NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801203745  21711232INV20171207+0000087796BILLING - GROC          202000        0   20000NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801205192  21711282INV20171207+0000177974BILLING - GROC          202000        0   20000NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801205193  21711282INV20171207+0000021168BILLING - REPACK        202005        0   20050NEW SEASONS MKT SUNNYVALE        CGC GRPO
 45883458832017112801239565  21711232INV20171207+0000016500BILLING - HABA          232000        0   20000NEW SEASONS MKT SUNNYVALE        CGC HBPO
 45883458832017112801239981  21711282INV20171207+0000007032BILLING - HABA          232000        0   20000NEW SEASONS MKT SUNNYVALE        CGC HBPO
 45883458832017112801241938  21711282INV20171207+0000006159BILLING - HDWE          242000        0   20000NEW SEASONS MKT SUNNYVALE        CGC HDPO
 45883458832017112801314288  21711282INV20171207+0000018192BILLING - PNW ICE CREAM 312000E CREAM 0   20000NEW SEASONS MKT SUNNYVALE        CGC ICPO
 458834588320171128NB0073687121711222INV20171207+0000005200CM - PNW-Retail Pricing 002216Pricing 0   22160NEW SEASONS MKT SUNNYVALE        CGC MISC
 458834588320171128NB0074059621711242INV20171207+00000060000587095 - INTERACTIVE OR002374CTIVE OR0   23740NEW SEASONS MKT SUNNYVALE        CGC SERV
 45883458832017112801225968  21711232INV20171207+0000024236MC PORTLAND SALES DELI  294000S DELI  0   40000NEW SEASONS MKT SUNNYVALE        GSC DLPO
 45883458832017112801226947  21711282INV20171207+0000007474MC PORTLAND SALES DELI  294000S DELI  0   40000NEW SEASONS MKT SUNNYVALE        GSC DLPO
 45883458832017112801217716  21711282INV20171207+0000001377MC PORTLAND SALE FROZEN 294000 FROZEN 0   40000NEW SEASONS MKT SUNNYVALE        GSC FFPO
 45883458832017112802034900  21711272INV20171207+0000047745BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SUNNYVALE        GSC GRNO
 45883458832017112801292104  21711232INV20171207+0000007585BILLING - MC HISPANIC   294003PANIC   0   40030NEW SEASONS MKT SUNNYVALE        GSC GRPO
 45883458832017112801292105  21711232INV20171207+0000021690BILLING - MC SPECIALTY  294006CIALTY  0   40060NEW SEASONS MKT SUNNYVALE        GSC GRPO
 45883458832017112801292107  21711232INV20171207+0000015669BILLING - MC SPECIALTY  294006CIALTY  0   40060NEW SEASONS MKT SUNNYVALE        GSC GRPO
 45883458832017112801292681  21711282INV20171207+0000005663BILLING - MC SPECIALTY  294006CIALTY  0   40060NEW SEASONS MKT SUNNYVALE        GSC GRPO
 45883458832017112802296230  21711272INV20171207+0000006237BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SUNNYVALE        GSC GRWA
 45883458832017112802296231  21711272INV20171207+0000012922BILLING - MC GROC       034000C       0   40000NEW SEASONS MKT SUNNYVALE        GSC GRWA
 458834588320171128          3        +0000000000+0000000000+0000003813+0001389624+0000844595+0002238032+0000000000+0000000000
 45883  TRAILER              4                    TOTAL STMT RECS = 0000070                    PROCESS DATE = 20171129
